Difficulty,Title,Frequency,Acceptance Rate,Link,Topics,count
MEDIUM,Top K Frequent Elements,34.3,0.6456597904229384,https://leetcode.com/problems/top-k-frequent-elements,"Array, Hash Table, Divide and Conquer, Sorting, Heap (Priority Queue), Bucket Sort, Counting, Quickselect",2
MEDIUM,Remove K Digits,34.3,0.3494044611317414,https://leetcode.com/problems/remove-k-digits,"String, Stack, Greedy, Monotonic Stack",2
EASY,Two Sum IV - Input is a BST,34.3,0.6221872185096279,https://leetcode.com/problems/two-sum-iv-input-is-a-bst,"Hash Table, Two Pointers, Tree, Depth-First Search, Breadth-First Search, Binary Search Tree, Binary Tree",2
MEDIUM,Beautiful Arrangement,34.3,0.6452784543104094,https://leetcode.com/problems/beautiful-arrangement,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask",2
HARD,Partition Array Into Two Arrays to Minimize Sum Difference,69.8,0.2175277160154665,https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference,"Array, Two Pointers, Binary Search, Dynamic Programming, Bit Manipulation, Ordered Set, Bitmask",2
EASY,Find Winner on a Tic Tac Toe Game,73.0,0.5418363660832548,https://leetcode.com/problems/find-winner-on-a-tic-tac-toe-game,"Array, Hash Table, Matrix, Simulation",2
MEDIUM,Subarray Sum Equals K,34.3,0.4547621062131595,https://leetcode.com/problems/subarray-sum-equals-k,"Array, Hash Table, Prefix Sum",2
MEDIUM,Min Stack,34.3,0.5644513974486727,https://leetcode.com/problems/min-stack,"Stack, Design",2
HARD,Serialize and Deserialize Binary Tree,49.9,0.5896946953630543,https://leetcode.com/problems/serialize-and-deserialize-binary-tree,"String, Tree, Depth-First Search, Breadth-First Search, Design, Binary Tree",2
MEDIUM,Find Peak Element,53.8,0.4650922426070062,https://leetcode.com/problems/find-peak-element,"Array, Binary Search",2
MEDIUM,Copy List with Random Pointer,87.5,0.6053674363634336,https://leetcode.com/problems/copy-list-with-random-pointer,"Hash Table, Linked List",2
EASY,Power of Two,47.1,0.4838037051534944,https://leetcode.com/problems/power-of-two,"Math, Bit Manipulation, Recursion",2
EASY,Valid Anagram,70.3,0.6666098386966278,https://leetcode.com/problems/valid-anagram,"Hash Table, String, Sorting",2
MEDIUM,Maximum Product Subarray,46.6,0.3494162954383182,https://leetcode.com/problems/maximum-product-subarray,"Array, Dynamic Programming",2
MEDIUM,Implement Trie (Prefix Tree),49.9,0.6793476261333812,https://leetcode.com/problems/implement-trie-prefix-tree,"Hash Table, String, Design, Trie",2
HARD,Word Ladder,41.3,0.4281180881873274,https://leetcode.com/problems/word-ladder,"Hash Table, String, Breadth-First Search",2
HARD,Binary Tree Maximum Path Sum,56.6,0.4122426484532653,https://leetcode.com/problems/binary-tree-maximum-path-sum,"Dynamic Programming, Tree, Depth-First Search, Binary Tree",2
MEDIUM,Binary Tree Zigzag Level Order Traversal,33.6,0.6168283891746636,https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal,"Tree, Breadth-First Search, Binary Tree",2
HARD,Find Median from Data Stream,61.7,0.5327813617707072,https://leetcode.com/problems/find-median-from-data-stream,"Two Pointers, Design, Sorting, Heap (Priority Queue), Data Stream",2
MEDIUM,Basic Calculator II,28.6,0.4581129812287864,https://leetcode.com/problems/basic-calculator-ii,"Math, String, Stack",2
